database,branch,title,doi,year,authors,source,source_record_id,unique_id,source_databases,source_branches,alternate_titles,duplicate_record_count,ta_decision,ta_exclusion_code,ta_exclusion_reason,ta_confidence,ta_basis,gold_report_id,gold_synthesis_group,prior_screen_decision,prior_agreement
Scopus,master,Design and Implementation of a Low-Cost Intelligent Unmanned Surface Vehicle,10.3390/s24103254,2024,Chaysri P.; Spatharis C.; Vlachos K.; Blekas K.,Sensors,2-s2.0-85194219776,U00970,Compendex | Scopus | Web of Science Core Collection,master,Design and Implementation of a Low-Cost Intelligent Unmanned Surface Vehicle || Design and Implementation of a Low-Cost Intelligent Unmanned Surface Vehicle (Open Access),3,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,"Multimodal Variational DeepMDP: An Efficient Approach for Industrial Assembly in High-Mix, Low-Volume Production",10.1109/lra.2024.3487490,2024,Bartyzel G.,IEEE Robotics and Automation Letters,2-s2.0-85208131239,U00971,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | task,"Multimodal Variational DeepMDP: An Efficient Approach for Industrial Assembly in High-Mix, Low-Volume Production",4,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Bayesian Reinforcement Learning for Adaptive Balancing in an Assembly Line With Human-Robot Collaboration,10.1109/access.2024.3501338,2024,Lee H.-R.; Park S.; Lee J.,IEEE Access,2-s2.0-85210270150,U00972,Compendex | Scopus,master,Bayesian Reinforcement Learning for Adaptive Balancing in an Assembly Line With Human-Robot Collaboration || Bayesian Reinforcement Learning for Adaptive Balancing in an Assembly Line With Human-Robot Collaboration (Open Access),2,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Comparative Study of Reinforcement Learning-Enhanced Control Strategies for Nonlinear Multidimensional Systems,10.1109/metroxraine66377.2025.11340573,2025,Bałazy P.,"Conference Proceedings - 2025 IEEE International Conference on Metrology for eXtended Reality, Artificial Intelligence and Neural Engineering, MetroXRAINE 2025",2-s2.0-105033211721,U00973,IEEE Xplore | Scopus,heavy | master,Comparative Study of Reinforcement Learning-Enhanced Control Strategies for Nonlinear Multidimensional Systems,2,Include for full-text eligibility,,Metadata satisfies the broad embodied deep-RL construction/civil screen,0.78,ordered_rule_conservative_include,,,,True
Scopus,master,Robotization of Miniature-Scale Radio-Controlled Excavator: A New Medium for Construction- Specific DNN Data Generation,10.1109/access.2025.3532203,2025,Saffari S.F.; Kim D.; Choi B.,IEEE Access,2-s2.0-85216327008,U00974,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,heavy | master | robot_domain,Robotization of Miniature-Scale Radio-Controlled Excavator: A New Medium for Construction- Specific DNN Data Generation || Robotization of Miniature-Scale Radio-Controlled Excavator: A New Medium for Construction- Specific DNN Data Generation (Open Access),5,Exclude,TA2,No deep function approximator identified in the available title and abstract metadata,0.93,uniform_deep_embodied_gate,,,Include for full-text eligibility,False
Scopus,master,Deep reinforcement learning algorithm for wellbore cleaning across drilling operation,10.3997/2214-4609.202439018,2024,Keshavarz S.; Elmgerbi A.; Thonhauser G.,4th EAGE Digitalization Conference and Exhibition,2-s2.0-85217620324,U00975,Compendex | Scopus,master,Deep reinforcement learning algorithm for wellbore cleaning across drilling operation,2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Bayesian-Driven Graph Reasoning for Active Radio Map Construction,10.1109/wcsp68525.2025.1010321,2025,Lu W.; Gao S.; Wen M.; Liang Y.; Yang L.; Chae C.-B.; Poor H.V.,"2025 17th International Conference on Wireless Communications and Signal Processing, WCSP 2025",2-s2.0-105033618618,U00976,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,Bayesian-Driven Graph Reasoning for Active Radio Map Construction,4,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,AGV Vehicle Dynamics Optimization in Automated Logistics Warehousing Systems,10.1109/issmas65783.2025.11102937,2025,Hong F.; Ye J.; Liu Z.; Deng J.; Xu Y.; Zheng Y.,"2025 11th International Symposium on Sensors, Mechatronics and Automation System, ISSMAS 2025",2-s2.0-105014403807,U00977,Compendex | IEEE Xplore | Scopus,master | task,AGV Vehicle Dynamics Optimization in Automated Logistics Warehousing Systems,3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,An Adaptive MARL Large Model for Dispatch Strategy Generation in Logistics-Energy Spatiotemporal Coordination of Container Seaports,10.1109/tsg.2025.3547830,2025,Huang Y.; Huang W.; Li R.; Huang T.; Li C.; Tai N.,IEEE Transactions on Smart Grid,2-s2.0-105003812722,U00978,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,heavy | master,An Adaptive MARL Large Model for Dispatch Strategy Generation in Logistics-Energy Spatiotemporal Coordination of Container Seaports,4,Exclude,TA3,Reinforcement learning used for non-embodied optimization,0.97,ordered_rule,,,,True
Scopus,master,MAM-STM: A software for autonomous control of single moieties towards specific surface positions,10.1016/j.cpc.2024.109264,2024,Ramsauer B.; Cartus J.J.; Hofmann O.T.,Computer Physics Communications,2-s2.0-85196273799,U00979,Compendex | Scopus,master,MAM-STM: A software for autonomous control of single moieties towards specific surface positions || MAM-STM: A software for autonomous control of single moieties towards specific surface positions (Open Access),2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Visual–tactile learning of robotic cable-in-duct installation skills,10.1016/j.autcon.2024.105905,2025,Duan B.; Qian K.; Liu A.; Luo S.,Automation in Construction,2-s2.0-85211493773,U00980,Compendex | Scopus | Web of Science Core Collection,master,Visual-tactile learning of robotic cable-in-duct installation skills || Visual–tactile learning of robotic cable-in-duct installation skills || Visual–tactile learning of robotic cable-in-duct installation skills (Open Access),3,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R067,Structured comparative,Include for full-text eligibility,True
Scopus,master,Application to Provide an Optimal Solution for Systematic Grading in Autonomous Engineering Institutes using GenAI,,2025,Yojana K.S.; Kavya A.M.; Gadiyar H.T.M.; Tara B.B.; Bhagat K.; Sushma,"16th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2025",2-s2.0-105034870221,U00981,Scopus,master,Application to Provide an Optimal Solution for Systematic Grading in Autonomous Engineering Institutes using GenAI,1,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Optimization of a Conventional Tunneling Process Through Offline Reinforcement Learning,10.1007/978-3-031-76528-5_26,2025,Loy-Benitez J.; Lee S.S.,Springer Series in Geomechanics and Geoengineering,2-s2.0-85209362124,U00982,Compendex | Scopus | Web of Science Core Collection,master,Optimization of a Conventional Tunneling Process Through Offline Reinforcement Learning,3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Lightweight Humanoid Locomotion with Minimal Sensing: IRSE X1's Design and Reinforcement Learning Control,10.1109/robio66223.2025.11378440,2025,Wang Y.; Sun S.; Huang H.; Li C.; Li Y.,"IEEE International Conference on Robotics and Biomimetics, ROBIO",2-s2.0-105034714914,U00983,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | task,Lightweight Humanoid Locomotion with Minimal Sensing: IRSE X1's Design and Reinforcement Learning Control,4,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
Scopus,master,Distributed Hierarchical Reinforcement Learning for Path Planning of Long-Horizon Micro-Assembly Tasks,10.1109/icma65362.2025.11120778,2025,Zhao H.; Li H.; Zeng T.; Zhong Y.; Lin Z.; Zhang X.,"2025 IEEE International Conference on Mechatronics and Automation, ICMA 2025",2-s2.0-105015969986,U00984,Compendex | Scopus,master,Distributed Hierarchical Reinforcement Learning for Path Planning of Long-Horizon Micro-Assembly Tasks,2,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Multimodal Task Attention Residual Reinforcement Learning: Advancing Robotic Assembly in Unstructured Environment,10.1109/lra.2025.3547647,2025,Lin Z.; Wang C.; Wu S.; Xie L.,IEEE Robotics and Automation Letters,2-s2.0-105001061374,U00985,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | task,Multimodal Task Attention Residual Reinforcement Learning: Advancing Robotic Assembly in Unstructured Environment,4,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Learning to Generate Explainable Stock Predictions using Self-Reflective Large Language Models,10.1145/3589334.3645611,2024,Koa K.J.L.; Ma Y.; Ng R.; Chua T.-S.,WWW 2024 - Proceedings of the ACM Web Conference,2-s2.0-85194111135,U00986,Compendex | Scopus,master,Learning to Generate Explainable Stock Predictions using Self-Reflective Large Language Models || Learning to Generate Explainable Stock Predictions using Self-Reflective Large Language Models (Open Access),2,Exclude,TA3,Reinforcement learning used for non-embodied optimization,0.97,ordered_rule,,,,True
Scopus,master,RL-Based Adaptive Scheduling for Full-Duplex Multi-Hop FSOC in Smart Semiconductor Manufacturing,10.1109/icmic66299.2025.11257816,2025,Park S.; Shin J.-S.; Yeo C.-I.,"ICMIC 2025 - 4th International Conference on Mobile, Military, Maritime IT Convergence: Promoting Ultimate Convergence of Wireless, Military and Maritime Communications in the 6G Era",2-s2.0-105031912706,U00987,Compendex | IEEE Xplore | Scopus,heavy | master,RL-Based Adaptive Scheduling for Full-Duplex Multi-Hop FSOC in Smart Semiconductor Manufacturing,3,Exclude,TA4,"Application is in port, maritime, forestry, semiconductor, or warehouse operations rather than construction/civil robotics",0.98,uniform_scope_gate,,,,True
Scopus,master,Deep reinforcement learning for dynamic scheduling of energy-efficient automated guided vehicles,10.1007/s10845-023-02208-y,2024,Zhang L.; Yan Y.; Hu Y.,Journal of Intelligent Manufacturing,2-s2.0-85173997171,U00988,Compendex | Scopus | Web of Science Core Collection,master,Deep reinforcement learning for dynamic scheduling of energy-efficient automated guided vehicles,3,Exclude,TA3,RL used only for non-embodied optimization,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,A physics-informed deep reinforcement learning framework for autonomous steel frame structure design,10.1111/mice.13276,2024,Fu B.; Gao Y.; Wang W.,Computer-Aided Civil and Infrastructure Engineering,2-s2.0-85195307060,U00989,Compendex | Scopus,master,A physics-informed deep reinforcement learning framework for autonomous steel frame structure design || A physics-informed deep reinforcement learning framework for autonomous steel frame structure design (Open Access),2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Autonomous collaborative optimization control of earth pressure balance shield machine based on hierarchical control architecture,10.1016/j.engappai.2024.109200,2024,Liu X.; Zhang W.; Shao C.; Wang Y.; Cong Q.; Ma L.,Engineering Applications of Artificial Intelligence,2-s2.0-85202994220,U00990,Compendex | Scopus | Web of Science Core Collection,master,Autonomous collaborative optimization control of earth pressure balance shield machine based on hierarchical control architecture,3,Include for full-text eligibility,,Metadata satisfies the broad embodied deep-RL construction/civil screen,0.78,ordered_rule_conservative_include,,,,True
Scopus,master,AUV Collision Avoidance Strategy Based on Fuzzy Reinforcement Learning,10.1109/tiv.2024.3429500,2025,Cao X.; Peng J.; Liu W.; Ren L.; Sun C.,IEEE Transactions on Intelligent Vehicles,2-s2.0-105013524286,U00991,Compendex | IEEE Xplore | Scopus,master | robot_domain,AUV Collision Avoidance Strategy Based on Fuzzy Reinforcement Learning,3,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Trajectory Progress-Based Prioritizing and Intrinsic Reward Mechanism for Robust Training of Robotic Manipulations,10.1109/tase.2024.3513354,2025,Liang W.; Liu Y.; Wang J.; Yang Z.-X.,IEEE Transactions on Automation Science and Engineering,2-s2.0-105002284534,U00992,Compendex | Scopus,master,Trajectory Progress-Based Prioritizing and Intrinsic Reward Mechanism for Robust Training of Robotic Manipulations,2,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Toward Dependability Simulation for Intelligent Transportation Systems in Connected Vehicle Environments,10.1109/prdc67299.2025.00029,2025,Oh S.; Park S.; Kim G.M.; Kim H.K.,"Proceedings of IEEE Pacific Rim International Symposium on Dependable Computing, PRDC",2-s2.0-105029895858,U00993,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,Toward Dependability Simulation for Intelligent Transportation Systems in Connected Vehicle Environments,4,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Deep Visual-guided and Deep Reinforcement Learning Algorithm Based for Multip-Peg-in-Hole Assembly Task of Power Distribution Live-line Operation Robot,10.1007/s10846-024-02079-2,2024,Zheng L.; Ai J.; Wang Y.; Tang X.; Wu S.; Cheng S.; Guo R.; Dong E.,Journal of Intelligent and Robotic Systems: Theory and Applications,2-s2.0-85193681350,U00994,Compendex | Scopus | Web of Science Core Collection,master,Deep Visual-guided and Deep Reinforcement Learning Algorithm Based for Multip-Peg-in-Hole Assembly Task of Power Distribution Live-line Operation Robot || Deep Visual-guided and Deep Reinforcement Learning Algorithm Based for Multip-Peg-in-Hole Assembly Task of Power Distribution Live-line Operation Robot (Open Access),3,Exclude,TA4,Generic non-construction robotic or autonomous-system application,0.96,ordered_rule,,,,True
Scopus,master,Radiographic Evaluation for KNEEXNET Using Ensemble Models,10.1007/978-3-031-80842-5_7,2025,Pal P.; Dhara R.; Bal A.; Bhattacharya R.,Communications in Computer and Information Science,2-s2.0-85218457750,U00995,Compendex | Scopus,master,Radiographic Evaluation for KNEEXNET Using Ensemble Models,2,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
